N,P,K,temperature,humidity,ph,rainfall,label,soil_type
38.0,32.9,39.3,29.1,46.8,6.25,467.7,bajra,red soil
135.8,64.7,72.2,33.11,78.1,7.08,1588.8,sugarcane,black soil
88.5,54.9,60.2,23.39,73.22,5.78,825.5,maize,red soil
52.7,25.1,30.1,17.87,45.78,6.7,504.1,safflower,red soil
62.4,69.1,33.8,39.28,26.3,8.65,1590.3,tomato,alluvial soil
67.5,10.4,35.6,28.92,79.15,7.05,1047.6,tomato,laterite soil
97.3,51.2,80.2,27.43,52.34,6.67,777.9,grapes,red soil
55.0,35.0,51.1,39.52,61.72,7.0,1186.3,pomegranate,alluvial soil
51.5,33.8,37.0,24.7,39.12,7.47,545.3,safflower,black soil
71.2,51.4,43.4,33.55,59.49,6.05,584.8,cotton,black soil
47.7,37.9,25.0,26.36,72.43,7.42,647.9,soybean,black soil
95.1,48.0,47.6,27.91,73.36,6.63,828.8,chilli,red soil
72.4,34.7,33.1,27.97,75.5,5.44,2226.8,maize,red soil
38.8,22.1,26.9,33.73,41.21,7.6,547.1,bajra,red soil
100.2,67.2,76.0,22.0,52.15,6.63,651.1,grapes,red soil
80.4,42.7,61.6,23.85,58.06,6.97,602.3,onion,red soil
28.2,24.0,22.8,33.98,54.15,6.63,703.5,blackgram,black soil
136.4,66.9,71.8,28.74,75.78,7.4,1787.0,sugarcane,black soil
110.1,21.6,31.1,43.75,43.91,4.96,1620.5,ragi,alluvial soil
21.1,25.6,29.9,23.69,45.46,6.3,638.9,chickpea,black soil
37.0,41.7,45.6,31.54,50.28,6.76,516.2,groundnut,alluvial soil
59.1,70.2,33.0,39.57,40.98,4.99,1091.8,pomegranate,black soil
28.3,36.1,17.7,40.16,20.17,6.11,1468.2,chilli,red soil
32.9,30.9,42.9,32.55,68.24,7.43,745.7,groundnut,red soil
56.6,29.4,43.2,15.13,43.79,7.99,451.5,safflower,black soil
114.7,65.8,78.7,29.52,52.86,7.26,796.2,grapes,black soil
47.3,40.0,39.9,22.8,50.06,6.31,743.5,ragi,laterite soil
89.6,46.9,46.1,25.94,68.06,6.22,879.8,chilli,red soil
70.0,37.8,40.6,18.83,65.39,6.37,595.9,wheat,alluvial soil
58.9,38.2,42.8,24.99,67.75,6.83,769.7,ragi,laterite soil
23.6,32.8,27.3,30.7,63.59,7.44,529.0,greengram,black soil
89.0,24.4,93.5,21.76,73.63,8.76,814.8,greengram,red soil
55.1,37.5,44.7,22.36,43.44,7.04,470.6,safflower,red soil
79.2,42.0,54.6,22.72,58.15,5.94,940.6,maize,alluvial soil
47.2,30.2,31.5,28.22,53.06,7.32,629.8,jowar,red soil
89.6,49.7,55.1,24.12,60.08,7.15,856.9,chilli,black soil
50.6,29.2,32.7,29.26,59.95,6.56,468.6,bajra,red soil
64.4,42.4,47.5,22.16,56.05,7.35,820.4,ragi,laterite soil
113.3,61.4,63.5,24.49,68.69,6.08,925.1,tomato,red soil
25.0,22.0,21.9,27.65,65.44,6.71,622.0,blackgram,red soil
109.0,58.4,56.8,22.4,57.0,6.08,830.9,onion,black soil
27.7,52.4,86.7,31.98,21.55,6.79,933.2,jowar,laterite soil
85.3,47.1,52.7,26.35,72.77,6.65,980.2,onion,red soil
3.6,17.6,9.7,12.97,58.14,9.39,854.3,tomato,laterite soil
108.6,60.9,66.3,25.25,46.58,7.36,704.5,pomegranate,black soil
2.0,41.5,69.9,39.27,85.48,7.26,807.0,bajra,red soil
87.2,50.5,54.3,33.8,63.93,7.4,769.9,cotton,red soil
35.2,39.2,32.0,31.78,68.62,6.71,573.8,groundnut,red soil
47.5,41.6,44.2,27.77,61.25,6.83,698.8,ragi,red soil
52.9,67.9,85.7,24.7,37.02,6.7,1674.5,pigeonpeas,black soil
83.9,43.6,55.8,27.36,54.63,7.29,861.5,cotton,red soil
22.7,30.5,21.9,25.19,56.57,7.46,549.6,greengram,black soil
131.1,53.0,79.5,27.44,77.61,6.6,1288.7,sugarcane,black soil
21.9,62.0,0.1,15.19,75.22,8.13,2106.0,pomegranate,alluvial soil
68.9,39.6,81.3,19.69,71.95,9.49,1428.4,chickpea,black soil
69.0,46.9,44.1,15.18,50.82,7.49,589.5,wheat,black soil
75.9,42.9,54.1,34.26,69.56,7.63,738.5,cotton,black soil
16.1,14.9,3.5,15.47,69.28,6.06,496.5,chickpea,red soil
12.5,4.9,25.5,21.66,75.28,6.66,1086.3,cotton,alluvial soil
78.3,13.4,8.5,35.89,29.4,9.46,2148.7,chickpea,black soil
103.9,58.6,70.0,27.76,63.19,6.91,682.4,grapes,black soil
55.4,37.7,44.5,22.14,41.96,7.62,569.5,safflower,black soil
46.4,20.5,30.3,29.37,44.76,7.99,576.3,bajra,alluvial soil
63.6,32.6,42.6,24.41,65.91,6.57,826.2,ragi,laterite soil
109.9,7.5,20.6,20.98,86.29,9.04,2019.6,blackgram,red soil
38.6,37.7,34.8,22.95,64.67,7.03,955.9,soybean,black soil
37.2,34.2,30.8,26.03,58.29,6.21,495.6,bajra,alluvial soil
45.7,35.0,36.4,16.85,52.62,7.94,639.3,safflower,black soil
21.8,20.6,23.6,31.98,56.74,6.87,717.2,blackgram,red soil
109.5,46.3,66.2,25.69,66.36,6.39,877.7,onion,black soil
67.4,25.5,26.5,20.22,89.43,7.37,1590.5,jowar,alluvial soil
70.5,53.1,37.6,35.6,93.87,6.32,1510.7,ragi,black soil
23.1,30.3,25.9,20.56,56.12,6.69,410.9,chickpea,red soil
17.1,26.0,16.9,26.33,65.39,6.76,662.2,blackgram,black soil
104.3,63.6,96.5,22.13,68.3,7.48,744.6,grapes,red soil
27.0,23.0,21.0,34.66,60.66,7.18,633.0,greengram,alluvial soil
22.5,35.6,31.4,26.85,63.78,6.5,572.6,groundnut,red soil
101.1,45.9,46.0,37.55,73.67,9.38,2263.6,soybean,red soil
72.9,44.7,61.7,21.55,70.24,6.79,969.1,maize,alluvial soil
97.5,50.1,45.5,24.41,61.5,5.7,680.6,maize,red soil
17.4,25.0,25.4,29.19,62.59,6.42,573.0,blackgram,black soil
113.1,8.8,98.7,29.02,56.46,7.33,2347.5,greengram,laterite soil
42.4,25.3,41.4,31.45,51.67,7.37,726.6,jowar,red soil
129.9,58.4,30.9,20.75,44.95,5.8,309.3,sugarcane,laterite soil
62.1,44.1,45.8,17.32,69.03,6.7,477.3,wheat,black soil
93.6,72.6,26.2,31.74,93.17,4.99,2090.9,pomegranate,laterite soil
38.1,32.3,52.1,21.13,35.76,7.6,700.9,bajra,alluvial soil
99.2,73.4,76.0,15.64,45.86,9.39,2293.2,bajra,black soil
59.7,67.9,29.0,37.56,65.34,6.05,320.0,chickpea,red soil
28.1,68.5,20.6,30.32,38.39,5.44,1031.7,jowar,black soil
90.1,45.4,55.2,20.16,63.98,6.21,934.6,tomato,alluvial soil
122.7,47.8,27.2,22.51,35.45,6.77,1202.7,cotton,alluvial soil
37.3,34.5,29.8,22.91,60.7,6.53,623.6,pigeonpeas,red soil
81.3,53.4,66.1,23.43,67.63,6.51,902.6,onion,red soil
26.7,29.3,25.0,30.74,63.18,6.75,640.3,blackgram,red soil
15.4,54.1,12.9,38.95,30.81,8.94,719.4,ragi,red soil
40.6,39.5,39.0,22.7,60.71,6.79,884.9,soybean,black soil
45.4,33.0,37.5,25.75,53.03,6.72,904.2,ragi,laterite soil
35.5,8.1,71.8,22.46,58.16,5.7,513.9,soybean,black soil
36.4,23.9,25.8,30.82,50.67,6.51,423.0,bajra,red soil
103.2,51.4,57.1,22.96,57.97,6.72,763.9,onion,red soil
44.6,33.6,49.0,22.62,53.89,7.34,799.1,ragi,laterite soil
69.2,3.6,77.9,26.25,50.49,8.65,317.8,safflower,black soil
50.6,35.2,52.4,25.68,44.64,7.23,520.1,sunflower,black soil
113.5,51.0,64.6,23.71,77.07,6.77,977.1,tomato,alluvial soil
20.5,32.4,29.7,24.81,56.66,6.43,517.7,lentil,black soil
97.3,17.6,79.9,11.24,72.93,8.81,562.9,jowar,red soil
84.8,47.2,58.4,23.78,68.6,6.45,721.1,maize,alluvial soil
95.0,63.9,87.6,34.62,40.22,7.4,509.0,pomegranate,red soil
103.0,56.7,71.4,27.03,77.17,6.26,749.0,tomato,red soil
98.6,2.3,71.7,24.53,48.92,5.48,916.3,wheat,red soil
21.3,32.5,29.9,27.74,58.46,7.26,478.4,lentil,alluvial soil
21.8,31.7,24.4,25.07,69.21,7.1,731.0,blackgram,red soil
33.7,73.0,35.6,23.24,25.36,4.76,1362.9,soybean,red soil
0.3,24.3,27.4,31.05,38.58,9.36,2345.8,cotton,alluvial soil
60.1,47.5,40.7,23.5,62.75,6.49,574.3,wheat,black soil
63.2,33.6,39.1,20.05,55.85,6.85,711.9,ragi,red soil
45.8,44.7,43.9,25.24,59.31,5.69,737.7,ragi,laterite soil
26.2,32.3,21.4,31.95,53.5,7.07,781.9,greengram,alluvial soil
93.3,67.4,79.4,26.73,57.05,6.83,579.7,pomegranate,black soil
0.7,65.6,97.4,33.25,81.5,6.27,2485.9,sugarcane,red soil
44.2,25.1,44.9,28.01,56.67,7.84,712.3,jowar,red soil
55.4,73.4,32.1,23.54,86.28,5.09,655.5,soybean,black soil
58.9,34.1,36.4,31.14,47.67,6.6,606.5,jowar,black soil
40.7,44.3,38.2,24.73,60.05,6.56,651.0,soybean,alluvial soil
64.9,45.6,53.5,23.65,52.82,6.45,480.3,wheat,alluvial soil
48.3,36.5,31.1,18.02,49.78,7.58,510.0,safflower,black soil
43.7,36.0,36.1,22.61,64.38,7.13,642.5,soybean,black soil
15.3,33.7,20.4,29.31,60.45,7.16,648.1,greengram,black soil
101.3,8.6,74.1,22.35,28.88,5.6,393.5,sunflower,alluvial soil
93.1,38.6,55.9,26.93,69.4,7.3,708.9,chilli,black soil
43.4,21.6,34.9,31.34,48.43,7.22,580.6,bajra,red soil
114.7,51.4,98.5,21.99,50.18,6.89,677.7,grapes,red soil
77.5,51.4,51.0,28.5,67.66,6.86,622.9,cotton,black soil
91.2,57.2,86.8,20.82,66.44,7.16,438.4,chilli,red soil
56.7,27.0,33.6,17.83,37.96,6.69,580.4,safflower,black soil
132.6,2.9,7.1,20.06,84.79,4.79,1792.4,sugarcane,black soil
55.8,27.6,44.6,31.75,54.26,7.18,571.4,jowar,red soil
15.4,33.4,20.0,18.96,51.35,7.13,493.5,lentil,alluvial soil
57.1,46.6,38.9,25.83,59.13,6.6,707.9,sunflower,red soil
19.8,72.8,16.8,43.27,52.87,4.62,2208.5,soybean,red soil
20.6,27.4,29.5,20.52,40.42,6.1,565.7,chickpea,black soil
56.4,34.5,49.0,21.82,66.31,6.38,913.6,ragi,laterite soil
64.8,47.9,54.5,23.37,54.33,7.14,630.1,wheat,alluvial soil
44.6,28.6,31.4,19.65,45.49,7.03,487.7,safflower,black soil
15.6,34.5,25.4,19.84,57.08,6.06,572.9,lentil,alluvial soil
114.3,65.0,94.5,24.34,62.55,6.7,734.8,grapes,black soil
24.2,25.4,25.3,26.62,66.5,6.34,568.3,blackgram,red soil
57.7,32.5,43.7,21.26,51.75,7.2,502.7,safflower,black soil
50.7,30.1,31.2,15.29,51.09,7.3,527.4,safflower,red soil
122.5,55.8,64.0,32.88,73.72,7.38,1848.5,sugarcane,alluvial soil
47.7,44.6,38.1,22.63,50.36,6.31,883.5,ragi,red soil
48.2,20.8,28.9,30.04,41.12,7.89,527.1,bajra,alluvial soil
26.2,67.1,67.1,23.49,56.83,5.81,1134.4,blackgram,red soil
73.5,41.9,49.4,29.48,50.23,6.37,550.0,cotton,red soil
86.3,4.7,64.6,15.23,52.17,9.37,2444.0,chilli,black soil
44.7,26.7,43.5,18.4,51.51,7.0,419.3,safflower,red soil
19.9,34.1,29.8,31.1,60.05,6.96,631.9,blackgram,red soil
59.9,31.8,37.1,23.13,40.91,6.82,731.1,sunflower,alluvial soil
30.2,32.5,38.9,26.53,66.26,6.83,890.4,groundnut,alluvial soil
56.7,37.1,42.8,27.31,46.69,7.65,678.5,sunflower,alluvial soil
37.4,46.3,77.4,17.04,33.92,5.17,2101.4,grapes,alluvial soil
53.5,75.5,68.9,33.96,44.91,7.76,617.0,greengram,laterite soil
73.6,44.9,54.0,23.87,66.94,7.29,638.3,wheat,black soil
20.8,27.9,27.6,34.0,57.05,7.03,630.4,greengram,black soil
52.0,21.7,38.8,34.99,51.69,7.56,453.9,bajra,red soil
111.0,27.9,79.0,35.51,35.69,4.57,836.5,safflower,red soil
96.0,64.0,63.4,21.12,66.63,6.34,633.1,tomato,alluvial soil
70.9,21.9,85.0,43.89,85.59,6.51,1837.5,greengram,black soil
139.6,69.3,63.0,33.41,65.94,7.09,1417.7,sugarcane,alluvial soil
107.1,63.2,64.0,27.51,58.12,7.45,554.2,pomegranate,red soil
63.1,43.2,48.7,23.12,59.48,7.21,563.1,wheat,alluvial soil
37.4,33.2,34.8,31.2,68.79,6.67,686.7,pigeonpeas,black soil
68.5,37.5,59.4,24.18,56.01,7.4,898.2,cotton,black soil
82.7,63.7,89.7,31.66,51.79,7.42,793.6,pomegranate,red soil
86.8,45.0,64.8,27.54,71.62,6.19,946.0,onion,black soil
95.5,54.2,60.2,30.22,60.45,7.37,845.6,chilli,black soil
115.1,59.6,69.3,24.86,74.58,4.93,2263.2,cotton,black soil
40.5,20.9,33.8,33.66,47.7,7.76,562.9,bajra,red soil
56.8,43.1,35.4,20.65,62.34,5.63,708.9,ragi,laterite soil
97.9,49.8,59.4,22.56,68.14,6.69,978.1,tomato,alluvial soil
20.4,33.2,27.4,27.18,52.04,7.33,507.2,lentil,black soil
105.8,69.0,73.5,32.78,54.3,7.41,726.7,pomegranate,black soil
30.8,41.8,93.7,26.14,60.82,6.83,1683.1,lentil,alluvial soil
50.3,40.3,36.0,26.41,44.74,7.8,652.3,sunflower,black soil
96.5,50.6,67.1,23.01,75.03,6.42,850.9,tomato,red soil
27.1,30.6,26.9,26.3,51.99,6.69,773.8,greengram,black soil
46.9,33.3,39.8,32.19,47.65,6.8,533.1,bajra,red soil
92.9,68.0,94.6,20.98,68.28,7.19,729.3,grapes,black soil
36.0,31.0,28.4,29.34,68.35,7.73,664.8,pigeonpeas,black soil
47.5,35.7,44.7,15.43,35.84,7.11,514.5,safflower,red soil
56.8,28.9,33.2,24.81,48.05,7.13,604.7,safflower,red soil
53.8,41.7,49.9,28.13,68.92,7.26,814.2,ragi,red soil
49.9,32.9,39.5,23.44,61.03,7.26,927.4,soybean,black soil
37.4,44.4,35.3,27.0,79.71,7.44,950.6,soybean,alluvial soil
92.1,14.2,0.8,37.34,70.9,5.43,2151.5,jowar,red soil
44.1,42.9,40.8,20.57,65.42,7.48,701.6,ragi,red soil
43.1,30.0,36.6,31.77,48.77,6.85,610.6,bajra,alluvial soil
47.7,31.8,29.5,34.08,58.9,7.06,452.0,bajra,alluvial soil
81.1,10.4,37.2,35.36,94.68,6.34,1632.4,bajra,alluvial soil
99.5,33.8,75.9,27.31,89.71,4.79,2373.2,groundnut,red soil
61.1,42.9,43.6,20.4,55.98,6.27,823.4,ragi,red soil
50.3,37.5,48.6,24.06,51.94,6.73,782.1,sunflower,alluvial soil
76.3,35.9,58.1,25.69,61.32,7.81,551.6,cotton,black soil
71.7,38.9,51.1,33.65,45.34,6.46,523.8,sugarcane,red soil
98.5,47.2,46.4,29.67,73.56,7.07,974.5,chilli,red soil
101.9,25.1,31.0,26.07,70.11,5.64,1957.0,pomegranate,black soil
38.5,36.6,34.9,25.46,54.64,6.17,675.2,groundnut,alluvial soil
57.1,38.7,43.7,31.95,57.05,8.0,738.4,jowar,red soil
93.4,50.9,59.5,27.38,58.48,7.35,647.8,chilli,red soil
24.1,27.8,29.3,22.56,41.76,6.8,626.7,chickpea,black soil
28.9,77.8,40.8,33.3,37.5,6.94,1149.5,bajra,red soil
45.5,39.1,36.9,31.67,64.25,8.49,464.2,jowar,red soil
38.9,42.3,36.2,24.7,64.31,6.83,885.8,pigeonpeas,black soil
22.0,29.2,27.0,23.96,59.1,6.55,562.3,chickpea,black soil
45.1,32.4,39.6,24.45,54.85,6.9,791.1,ragi,laterite soil
68.1,37.3,95.5,10.3,76.03,8.45,1117.6,bajra,alluvial soil
77.6,44.8,46.5,21.21,65.84,5.73,740.9,maize,alluvial soil
28.8,44.3,27.2,25.98,53.96,7.9,764.9,pigeonpeas,red soil
127.5,62.4,64.6,31.41,67.9,7.26,1804.3,sugarcane,black soil
112.9,37.5,56.8,30.26,41.1,7.75,2385.7,chilli,alluvial soil
103.1,57.5,65.5,22.85,63.69,6.31,675.1,onion,alluvial soil
28.6,35.8,27.5,21.56,45.8,6.07,476.1,chickpea,red soil
16.5,24.8,23.0,27.54,52.8,7.3,721.3,greengram,alluvial soil
38.4,41.1,30.3,25.58,63.93,7.27,838.6,groundnut,red soil
15.4,32.7,20.5,26.11,58.21,7.49,491.6,lentil,alluvial soil
95.3,62.2,68.0,33.45,44.28,6.6,656.1,pomegranate,black soil
27.9,25.1,36.7,29.8,61.18,6.84,861.8,groundnut,red soil
28.9,44.3,33.1,28.89,67.79,6.84,725.9,groundnut,red soil
83.4,54.7,38.1,17.79,20.46,6.98,2437.0,pigeonpeas,black soil
86.5,65.5,60.8,33.14,42.67,7.02,769.2,pomegranate,red soil
83.1,46.7,51.7,24.6,58.73,6.2,673.1,onion,alluvial soil
49.1,31.9,32.2,27.68,53.34,7.39,648.4,bajra,red soil
51.9,49.9,42.7,29.97,58.13,6.93,650.8,sunflower,black soil
115.8,63.2,88.6,22.29,57.75,6.61,806.0,grapes,red soil
51.2,30.3,49.3,22.92,53.03,7.14,677.6,ragi,laterite soil
13.1,49.8,52.5,17.86,64.19,6.91,952.4,chilli,red soil
116.0,67.8,92.1,42.79,47.93,8.18,1116.0,tomato,laterite soil
33.8,39.8,20.1,26.57,52.06,7.4,538.3,chickpea,red soil
51.0,34.0,41.1,31.6,49.66,7.39,519.5,jowar,red soil
50.2,29.5,32.6,16.13,38.11,7.42,560.2,safflower,red soil
107.7,58.6,53.0,21.41,55.34,6.25,983.5,onion,black soil
107.3,53.3,59.9,18.17,63.6,6.14,737.5,onion,black soil
26.4,20.3,25.3,29.41,58.46,7.33,729.5,blackgram,black soil
25.4,35.9,41.1,30.07,50.88,7.26,767.9,groundnut,red soil
28.9,20.9,24.3,28.06,59.73,6.73,559.8,greengram,black soil
23.4,23.0,23.3,32.5,69.34,7.18,699.5,greengram,black soil
53.7,25.2,38.6,31.93,50.92,7.49,531.4,bajra,red soil
110.1,57.4,86.3,34.06,60.3,7.14,1614.9,sugarcane,black soil
44.7,39.6,40.2,25.41,56.75,5.89,880.8,ragi,laterite soil
59.5,31.1,40.6,16.52,41.95,6.56,511.6,safflower,red soil
52.7,29.5,30.2,30.25,41.74,6.79,404.6,bajra,alluvial soil
16.8,30.8,23.9,32.56,68.9,7.4,514.1,greengram,black soil
31.9,37.9,44.3,28.42,65.46,6.86,699.9,soybean,alluvial soil
113.0,50.6,98.6,26.1,61.95,6.87,668.2,grapes,red soil
30.0,41.4,32.9,31.52,61.55,6.43,539.0,groundnut,alluvial soil
34.4,34.6,31.6,27.06,59.26,6.5,774.0,groundnut,red soil
48.7,39.1,35.3,25.22,51.88,7.19,683.2,ragi,laterite soil
21.7,34.3,17.6,30.22,50.73,6.45,514.8,blackgram,black soil
35.8,69.5,56.4,20.89,20.31,5.53,386.1,grapes,laterite soil
57.0,48.3,47.6,23.72,44.71,6.71,722.6,sunflower,alluvial soil
106.7,56.6,51.9,24.44,59.89,7.07,646.6,onion,black soil
118.6,63.7,72.2,20.66,51.32,6.89,856.5,grapes,black soil
34.6,14.4,89.2,36.18,41.72,6.67,1194.5,soybean,alluvial soil
86.4,43.3,54.8,29.94,72.23,6.66,818.8,chilli,black soil
29.5,29.2,22.1,34.24,60.6,7.48,501.2,greengram,black soil
31.4,43.9,36.7,31.82,48.2,8.0,803.2,pigeonpeas,red soil
38.1,29.6,48.0,31.07,67.66,6.76,791.6,groundnut,red soil
77.9,45.3,47.1,26.98,62.54,7.33,654.9,chilli,black soil
24.0,32.1,23.6,29.51,61.3,6.7,535.6,greengram,alluvial soil
56.0,25.9,42.9,19.63,53.71,7.2,641.1,safflower,red soil
21.1,25.8,24.6,21.07,54.87,6.57,447.1,lentil,alluvial soil
27.0,36.7,32.1,28.33,68.49,7.56,892.1,pigeonpeas,red soil
90.5,59.0,80.6,29.03,56.09,6.64,757.8,grapes,black soil
40.5,28.3,34.3,27.75,48.32,8.24,621.7,jowar,black soil
122.9,65.5,78.8,27.58,80.36,6.85,1381.9,sugarcane,alluvial soil
113.6,35.4,88.4,44.75,75.62,7.32,2175.9,onion,alluvial soil
56.4,33.8,30.6,28.01,50.12,8.01,538.5,jowar,black soil
53.7,31.0,38.9,24.04,63.61,6.76,766.3,ragi,red soil
43.4,37.0,31.5,23.1,42.94,7.01,515.5,safflower,black soil
49.7,38.4,34.0,25.67,60.41,6.45,775.7,soybean,black soil
19.7,24.6,27.4,32.77,61.36,6.55,507.9,blackgram,red soil
139.5,44.0,2.9,36.74,73.61,8.59,370.8,grapes,alluvial soil
84.8,17.8,71.6,38.06,26.18,5.52,2367.5,onion,alluvial soil
77.2,47.4,47.9,26.24,62.84,6.26,645.6,chilli,black soil
91.4,52.1,63.2,30.51,67.3,6.11,866.4,chilli,black soil
38.5,37.0,36.2,25.66,75.7,6.13,638.5,soybean,black soil
106.9,37.7,10.1,41.09,91.26,6.76,791.8,pigeonpeas,laterite soil
48.1,37.0,38.5,25.44,52.06,6.95,717.4,ragi,laterite soil
40.6,32.5,41.2,30.77,51.9,8.17,479.7,jowar,black soil
41.6,39.0,42.2,26.79,55.73,7.27,845.1,ragi,red soil
35.7,33.8,36.5,25.18,54.01,6.35,757.1,groundnut,alluvial soil
37.7,31.0,41.7,30.56,59.04,6.16,676.5,groundnut,alluvial soil
17.5,27.8,27.9,18.38,46.12,6.12,473.0,lentil,alluvial soil
22.1,23.4,22.0,29.31,55.76,7.22,577.4,blackgram,black soil
69.7,33.2,38.4,25.0,42.95,7.2,626.8,sunflower,red soil
78.0,39.1,45.0,19.22,65.81,7.02,648.5,wheat,black soil
137.1,72.3,59.3,40.78,24.49,7.93,2124.0,cotton,laterite soil
80.5,63.0,65.8,31.5,45.1,7.02,638.8,pomegranate,black soil
49.9,28.7,25.1,30.03,47.13,7.98,511.4,bajra,red soil
46.0,37.0,44.6,30.3,63.77,7.27,494.7,jowar,red soil
20.7,54.1,45.8,33.77,22.86,8.57,1733.7,sugarcane,black soil
18.0,26.3,23.5,23.12,51.6,7.17,579.7,lentil,alluvial soil
28.4,39.1,22.7,22.15,45.95,7.91,647.3,chickpea,black soil
27.7,41.5,40.7,25.96,58.17,7.44,781.4,groundnut,red soil
94.9,30.1,89.0,42.49,23.65,4.74,1823.7,greengram,alluvial soil
23.4,24.2,16.9,28.96,55.7,6.83,795.6,blackgram,black soil
37.0,43.3,34.9,28.42,69.91,6.87,888.9,soybean,alluvial soil
39.8,35.4,48.9,27.62,57.67,6.37,639.2,groundnut,alluvial soil
127.6,49.9,52.5,17.49,53.68,7.34,763.2,bajra,alluvial soil
51.4,49.6,40.4,21.77,41.62,7.96,613.1,sunflower,red soil
20.9,26.7,26.9,27.33,62.38,6.63,493.4,lentil,alluvial soil
32.0,33.9,42.1,23.96,73.9,6.38,990.7,soybean,black soil
40.6,32.1,44.4,18.56,52.25,7.41,501.6,safflower,red soil
25.2,25.2,22.9,25.74,53.8,7.9,473.0,chickpea,red soil
85.9,57.1,67.5,31.38,50.53,6.93,514.5,pomegranate,red soil
48.0,28.9,25.6,34.54,45.56,6.6,532.2,bajra,red soil
21.4,29.1,21.6,25.1,60.26,7.35,533.1,lentil,black soil
12.3,73.6,59.5,26.98,28.28,5.2,2394.0,pigeonpeas,alluvial soil
62.7,30.9,40.6,22.62,44.58,7.92,718.6,sunflower,black soil
35.7,41.1,31.3,31.46,47.48,7.28,749.5,pigeonpeas,black soil
26.6,31.5,35.6,24.65,59.33,6.64,724.4,pigeonpeas,black soil
46.9,42.9,36.6,27.62,70.77,6.67,919.3,soybean,alluvial soil
94.6,22.2,0.3,34.47,56.46,6.3,549.5,chilli,black soil
32.1,38.6,37.4,30.93,67.37,7.84,847.3,pigeonpeas,red soil
89.9,49.1,52.4,29.98,66.48,6.14,700.9,chilli,black soil
52.1,28.4,38.6,31.97,61.52,8.03,616.8,jowar,red soil
106.5,52.6,81.6,23.83,64.76,7.36,731.9,grapes,red soil
112.7,64.7,58.1,27.33,74.99,6.2,973.4,tomato,alluvial soil
96.1,49.2,72.7,27.22,76.34,6.83,748.9,tomato,red soil
116.5,53.0,76.2,24.68,52.19,7.34,875.8,grapes,red soil
40.7,34.5,30.2,28.65,58.95,6.49,486.4,bajra,alluvial soil
93.6,52.9,69.3,28.44,47.14,7.01,724.9,pomegranate,red soil
98.5,40.8,50.6,23.82,73.38,7.11,648.9,chilli,red soil
42.6,37.0,38.7,31.26,46.31,8.13,705.5,jowar,black soil
40.1,44.0,33.2,28.95,66.92,6.7,796.5,soybean,alluvial soil
80.3,47.1,46.5,23.29,73.2,5.54,869.4,maize,alluvial soil
23.4,30.9,28.1,33.59,54.64,6.69,518.1,greengram,black soil
69.8,30.1,41.0,24.19,48.52,7.71,639.4,sunflower,black soil
47.5,39.8,37.4,23.31,64.45,6.78,763.1,ragi,laterite soil
36.7,30.0,62.1,33.1,21.2,5.99,747.8,jowar,laterite soil
38.3,35.6,41.8,26.84,61.96,6.85,631.1,soybean,alluvial soil
113.7,56.1,55.3,35.72,27.47,4.91,1646.5,ragi,red soil
91.5,59.2,8.6,22.14,38.43,8.59,358.1,pomegranate,red soil
53.0,39.4,44.4,15.64,49.07,7.71,400.0,safflower,red soil
70.8,10.9,7.0,24.88,47.01,6.66,1136.0,greengram,black soil
103.3,63.2,90.0,32.17,59.76,6.52,590.2,pomegranate,red soil
78.2,53.8,49.3,28.31,58.01,6.37,604.8,cotton,red soil
97.8,68.5,3.6,26.54,58.96,6.3,219.7,pomegranate,black soil
94.3,51.9,86.3,28.03,59.66,6.8,552.7,pomegranate,black soil
75.5,47.2,48.2,24.0,63.19,7.03,705.8,chilli,black soil
40.3,36.1,43.2,23.01,44.81,7.63,504.7,safflower,black soil
133.2,56.6,82.3,33.21,64.9,7.35,1810.5,sugarcane,black soil
43.4,33.1,40.1,29.22,67.96,6.83,868.7,soybean,alluvial soil
39.6,35.2,40.4,25.46,68.57,6.03,777.8,soybean,alluvial soil
105.5,45.3,63.5,24.66,69.98,7.14,624.7,onion,black soil
111.9,0.6,29.5,21.01,84.08,8.96,1355.6,pomegranate,alluvial soil
76.5,42.9,49.2,32.58,68.57,7.2,814.5,cotton,black soil
47.5,43.3,34.6,28.4,79.16,6.54,653.7,soybean,alluvial soil
89.4,65.9,87.2,34.0,52.14,6.92,756.6,pomegranate,black soil
45.7,28.4,30.5,23.02,54.86,7.71,637.0,safflower,red soil
31.0,44.3,33.4,25.28,67.42,6.07,741.1,soybean,black soil
133.4,18.6,99.9,16.96,70.74,7.39,1922.2,ragi,red soil
69.9,41.9,35.5,20.06,50.22,7.99,724.8,sunflower,black soil
82.0,41.9,60.0,24.63,66.96,7.41,675.4,chilli,black soil
39.2,34.2,41.2,31.71,50.01,6.25,775.4,groundnut,alluvial soil
25.4,30.1,26.5,29.85,54.22,6.68,570.7,chickpea,red soil
70.6,37.4,55.3,29.83,52.22,6.46,544.9,cotton,red soil
22.3,33.3,29.5,24.06,56.22,6.13,410.5,chickpea,black soil
121.7,24.8,8.1,11.07,57.37,8.17,455.7,blackgram,alluvial soil
18.0,29.7,24.5,34.34,67.48,7.27,530.9,blackgram,black soil
84.8,47.7,50.0,30.09,67.74,7.91,919.5,cotton,black soil
53.6,39.3,33.4,20.29,43.87,7.83,604.5,safflower,black soil
